"#","Player","Pos","Team","GP","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","AVG","TTL"
"117","Brandon Powell","WR","FA","17","2.3","-1","5.7","1.1","0.1","8","-","0","1.4","0.7","3.5","2.6","12.4","0","1.7","4.5","1.9","2.7","2.8","47.6"
"118","Sammy Watkins","WR","FA","9","4.8","12.3","-","-","-","-","5.6","1.3","1.9","7.7","0","-","-","-","-","5","-","7.9","5.2","46.5"
"119","David Bell","WR","FA","16","0","1.6","1.6","5.5","1.6","2.3","1.7","4.7","-","5.4","6.2","6.3","0","5.7","-","2.8","0","0","2.8","45.4"
"120","Skyy Moore","WR","GB","16","4","0","-2","5.1","3.5","3.4","-2","-","0","1.6","11.3","6.6","1.2","1.7","1.2","1.5","6.3","-","2.7","43.4"
"121","Ashton Dulin","WR","IND","10","7.6","13.2","1.7","3.8","2.8","-","-","-","-","-","0","0","8.4","BYE","5","0","-","-","4.3","42.5"
"122","Scotty Miller","WR","FA","12","-","7.2","1.4","-","7.5","0","2.6","3.3","12.3","4.5","-","-","1.7","0","-","0","-","1.8","3.5","42.3"
"123","KhaDarel Hodge","WR","FA","14","6.8","7.7","0","0","8.3","0","0","-","2.9","11.7","2.3","-","0","-","0","0","1.5","-","2.9","41.2"
"124","Amari Rodgers","WR","FA","15","0","0","0","0","0","2.4","1.4","3.2","0","-2","-","-","-","16","4.6","4.7","3.6","5.2","2.6","39.1"
"125","Marquez Callaway","WR","FA","11","-","0","7.4","8.3","2.5","6.6","4","2","5.4","-","1.6","-","0","-","-","-","-","0","3.4","37.8"
"126","Zach Pascal","WR","FA","15","1.7","3.4","4.8","0","-","0","-","13.7","1.8","2","1.9","0","3.6","1.5","0","1.6","0","-","2.4","36"
"127","Byron Pringle","WR","FA","10","3.2","0","2.1","-","-","-","-","-","-","2.2","0","9.2","-","-","11.9","5.4","0","1.5","3.6","35.5"
"128","Sterling Shepard","WR","FA","3","15.1","9.4","9.9","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","11.5","34.4"
"129","Khalil Shakir","WR","BUF","10","-","0","-","4.3","16.5","2.4","BYE","0","-","1.6","-","-","2","0","-","3.5","-","3.8","3.4","34.1"
"130","Velus Jones Jr.","WR","SEA","11","-","-","-","-2","7.9","0.8","-","4.8","-","-","0","0.6","0.1","-","-0.7","7.2","1.3","14","3.1","34"
"131","Jalen Nailor","WR","LV","8","-","-","-","2.3","-","BYE","-","-","-","0","2.5","0","-","0","0","-","17.9","10.2","4.1","32.9"
"132","Dyami Brown","WR","WAS","9","-","-","0","1.6","24.5","0","-","-","0","2.5","-","2.7","-","BYE","1.5","-","-","0","3.6","32.8"
"133","Steven Sims Jr.","WR","FA","12","-","-","-","-","0","-0.5","-","4","-","2.7","-0.3","2.9","1.9","7.1","3.9","1.7","6.4","1.6","2.6","31.4"
"134","River Cracraft","WR","FA","8","-","7.2","8.1","0","0","0","-","-","-","-","-","9.5","4.9","-","-","-","-","1.5","3.9","31.2"
"135","Lawrence Cager","WR","WAS","6","0","-","-","-","-","-","-","0","-","8.9","4","3","-","BYE","-","-","-","14.9","5.1","30.8"
"136","Keelan Cole Sr.","WR","FA","12","-","-","2.2","0","0","-","-","5","-","0","3.1","3.2","0","2.1","13","0","-","1.5","2.5","30.1"
"137","Denzel Mims","WR","FA","9","-","-","-","-","-","-","1.4","9.6","2.2","-","5.5","2.1","0","6.5","2.3","-","0","-","3.3","29.6"
"138","Jalen Reagor","WR","FA","17","0","3.4","1.2","0","7.1","0","-","0","0","0","2.4","3.5","5.6","0","-0.5","0","0","4.2","1.6","26.9"
"139","Cedrick Wilson Jr.","WR","FA","13","4.8","0","-","-","4","-","0","0","4.3","1.7","-","4.6","0","3.9","3.1","0","0","-","2","26.4"
"140","KJ Hamler","WR","FA","7","0","-","0","6.5","2","6.4","2.8","8.1","-","-","-","-","-","-","-","-","-","-","3.7","25.8"
"141","N'Keal Harry","WR","FA","6","-","-","-","-","-","-","2.4","10.4","1.6","-","-","-","5.9","-","-","-","2.6","1.7","4.1","24.6"
"142","DeSean Jackson","WR","FA","7","-","-","-","-","-","-","-","-","2.6","-","-","9.4","3","5.4","0","2","1.9","-","3.5","24.3"
"143","Breshad Perriman","WR","FA","8","-0.7","13.5","5.4","-","-","0","-","2.1","1.1","-","-","0","-","-","-","-","-","1.9","2.9","23.3"
"144","Tom Kennedy","WR","DET","7","-","-","-","8.4","0","BYE","3.4","-","2.6","5.4","2.3","0","-","-","-","-","-","-","3.2","22.1"
"145","David Sills V","WR","FA","7","-","6.7","4","1.5","3.2","1.8","2.9","1.5","-","-","-","-","-","-","-","-","-","-","3.1","21.6"
"146","Jeff Smith","WR","FA","7","-","2.7","-","0","2.1","-","0","3.3","1.6","-","-","-","-","-","11.7","-","-","-","3.1","21.4"
"147","Kenny Golladay","WR","FA","7","4.2","0","0","0","-","-","-","-","-","0","4.9","-","-","-","-","-","-","11","2.9","20.1"
"148","Samori Toure","WR","NO","4","-","-","-","-","-","-","1.4","10.7","5.4","-","-","-","1.7","BYE","-","-","-","-","4.8","19.2"
"149","T.Y. Hilton","WR","FA","3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","6.2","9","3.9","6.4","19.1"
"150","Marcus Johnson","WR","FA","9","-","-","-","0","6.5","4.5","0","1.3","-","-","-","-","0","-","0","0","-","6.6","2.1","18.9"
"150","Michael Bandy","WR","DEN","9","-","-","-","6.9","0","1.4","0.5","-","7.6","0","0","0","2.5","-","-","-","-","-","2.1","18.9"
"152","Anthony Schwartz","WR","FA","7","4.9","-","-","-","0","0","-","-","-","1.3","0","11.8","0.8","-","-","-","-","-","2.7","18.8"
"153","Cam Sims","WR","FA","13","0","0","-","-","1.7","1.6","2.2","3.1","2.2","0","2.7","-","0.8","-","-","0","2.6","0","1.3","16.9"
"154","Dax Milne","WR","FA","15","0","1.6","2.2","0","0","1.5","1.4","1.4","7.6","0","0","-","-","-","0","0","0","0","1","15.7"
"155","Jameson Williams","WR","DET","6","-","-","-","-","-","BYE","-","-","-","-","-","-","0","11.1","0","0","4","0","2.5","15.1"
"156","Brandon Johnson","WR","FA","5","-","-","-","-","-","-","-","-","-","-","1.2","9","-","0","6","-","-","-2","2.8","14.2"
"157","Dee Eskridge","WR","FA","9","1","1.6","-","2.6","0","6.9","0.4","1.3","0","0","-","-","-","-","-","-","-","-","1.5","13.8"
"158","Jalen Virgil","WR","BUF","7","-","-","-","-","-","-","BYE","-","-","13.6","-","-2","0","1.9","0","0","-","0","1.9","13.5"
