Player,Team,GP,PTS,REB,AST,STL,BLK,FG3M,TOV,40-Point Games,50-Point Games,Double Doubles,Triple Doubles,Total Fantasy Points,Fantasy Points Per Game
Samaki Walker,MIA,33,105,112,6,9,11,0,15,0,0,0,0,195.5,5.92
Jerome Moiso,TOR,35,102,113,8,17,12,0,25,0,0,2,0,207.0,5.91
Oliver Miller,MIN,48,121,130,36,19,26,0,33,0,0,0,0,283.5,5.91
Sasha Pavlovic,UTA,79,382,159,60,41,16,19,67,0,0,0,0,466.5,5.91
Willie Green,PHI,53,364,65,53,26,5,19,59,0,0,0,0,312.5,5.9
Mikki Moore,UTA,32,130,84,19,7,13,0,22,0,0,1,0,187.0,5.84
Ben Handlogten,UTA,17,68,55,6,3,4,0,10,0,0,0,0,99.0,5.82
Othella Harrington,NYK,56,258,177,29,12,14,0,65,0,0,2,0,324.0,5.79
Daniel Santiago,MIL,54,217,132,24,19,21,0,32,0,0,0,0,312.5,5.79
Brandon Hunter,BOS,36,125,118,19,13,1,0,22,0,0,1,0,206.5,5.74
Brian Scalabrine,NJN,69,240,173,65,21,14,10,42,0,0,0,0,391.0,5.67
Avery Johnson,GSW,46,212,33,111,26,3,0,51,0,0,1,0,258.0,5.61
Vladimir Stepania,POR,42,108,125,23,11,15,0,19,0,0,0,0,235.0,5.6
Melvin Ely,LAC,42,157,101,22,9,17,0,20,0,0,0,0,233.5,5.56
Glen Rice,LAC,18,66,41,24,6,0,5,13,0,0,0,0,99.5,5.53
Doug Overton,LAC,61,224,86,138,26,2,3,58,0,0,0,0,335.5,5.5
Zendon Hamilton,PHI,46,169,146,13,8,8,0,27,0,0,2,0,250.5,5.45
Jason Hart,SAS,53,177,79,81,28,5,2,29,0,0,0,0,286.5,5.41
Mark Jackson,HOU,42,103,70,119,17,1,7,53,0,0,0,0,227.0,5.4
Zaza Pachulia,ORL,59,194,174,13,21,12,0,34,0,0,0,0,316.0,5.36
Mo Williams,UTA,57,284,72,76,28,2,10,51,0,0,0,0,304.0,5.33
Moochie Norris,NYK,66,234,65,121,44,5,20,64,0,0,0,0,347.0,5.26
Scott Padgett,HOU,58,200,139,23,12,13,28,22,0,0,1,0,305.0,5.26
Frank Williams,NYK,56,219,53,121,25,6,18,63,0,0,0,0,291.5,5.21
Zeljko Rebraca,ATL,24,91,58,6,5,11,0,17,0,0,0,0,124.5,5.19
Rick Brunson,CHI,40,118,37,82,25,3,11,33,0,0,0,0,206.5,5.16
Kyle Korver,PHI,74,330,111,40,25,8,81,41,0,0,0,0,381.5,5.16
Qyntel Woods,POR,62,224,136,46,20,14,10,52,0,0,0,0,315.0,5.08
Luke Walton,LAL,72,174,127,113,28,8,13,44,0,0,0,0,361.5,5.02
Travis Best,DAL,61,171,68,112,31,4,3,33,0,0,0,0,304.0,4.98
Scot Pollard,IND,61,106,164,10,23,26,0,22,0,0,0,0,303.0,4.97
Mitchell Butler,WAS,41,134,71,32,22,4,11,24,0,0,0,0,203.5,4.96
J.R. Bremer,GSW,36,118,36,51,18,4,19,24,0,0,0,0,175.5,4.88
Devin Brown,SAS,58,234,130,33,15,4,4,38,0,0,0,0,282.0,4.86
Gerald Wallace,SAC,37,75,74,19,14,14,0,8,0,0,1,0,179.5,4.85
Roger Mason Jr.,TOR,26,96,31,26,11,6,13,20,0,0,0,0,125.5,4.83
Zarko Cabarkapa,PHX,49,203,99,40,10,13,6,54,0,0,0,0,235.5,4.81
Eric Piatkowski,HOU,49,201,73,26,16,5,43,29,0,0,0,0,234.0,4.78
Greg Buckner,PHI,53,164,103,45,21,4,12,34,0,0,1,0,253.0,4.77
Steven Smith,NOH,71,358,81,56,15,6,43,42,0,0,0,0,337.5,4.75
Ansu Sesay,SEA,57,200,92,19,19,20,6,23,0,0,1,0,270.0,4.74
Bostjan Nachbar,HOU,45,138,70,30,14,14,23,23,0,0,0,0,213.5,4.74
Maciej Lampe,PHX,21,96,44,9,3,3,0,15,0,0,0,0,98.0,4.67
Ron Mercer,SAS,39,195,49,22,14,5,2,26,0,0,0,0,181.5,4.65
Kevin Willis,SAS,48,164,98,11,21,9,0,32,0,0,0,0,219.0,4.56
Desmond Penigar,ORL,10,32,24,3,2,2,0,6,0,0,0,0,45.0,4.5
Derrick Dial,ORL,9,26,13,2,6,0,2,1,0,0,0,0,40.0,4.44
Travis Hansen,ATL,41,123,70,19,10,9,9,15,0,0,0,0,178.0,4.34
Torraye Braggs,WAS,15,40,39,7,4,2,0,13,0,0,0,0,65.0,4.33
Keith McLeod,MIN,33,88,34,59,16,1,1,29,0,0,0,0,142.5,4.32
Chris Jefferies,CHI,21,84,29,7,4,7,17,19,0,0,0,0,89.5,4.26
John Wallace,MIA,37,158,59,14,5,8,5,24,0,0,0,0,156.5,4.23
Marcus Haislip,MIL,31,93,53,4,6,12,1,9,0,0,0,0,131.0,4.23
Amal McCaskill,PHI,59,113,133,20,12,20,0,25,0,0,0,0,248.5,4.21
Chris Whitney,WAS,16,47,15,14,6,2,8,6,0,0,0,0,66.5,4.16
Richie Frahm,SEA,54,183,56,24,16,4,34,7,0,0,0,0,221.5,4.1
Zoran Planinic,NJN,49,153,55,68,13,3,9,36,0,0,0,0,200.0,4.08
Sean Rooks,ORL,55,141,97,29,14,10,0,22,0,0,0,0,222.5,4.05
Britton Johnsen,ORL,20,42,45,12,7,1,1,14,0,0,0,0,80.5,4.03
Theron Smith,MEM,20,44,41,7,5,5,6,14,0,0,0,0,79.0,3.95
Jason Kapono,CLE,41,145,55,14,13,2,21,21,0,0,0,0,161.0,3.93
Jamison Brewer,IND,13,32,11,17,7,0,5,10,0,0,0,0,50.5,3.88
Jumaine Jones,BOS,42,93,68,14,12,9,13,19,0,0,0,0,158.0,3.76
Randy Livingston,LAC,4,8,7,4,2,0,0,4,0,0,0,0,15.0,3.75
Hiram Fuller,ATL,4,8,11,2,0,1,0,4,0,0,0,0,15.0,3.75
Darrick Martin,MIN,16,55,7,23,2,1,6,7,0,0,0,0,59.5,3.72
Ryan Bowen,DEN,52,46,87,18,18,16,0,6,0,0,0,0,190.0,3.65
Paul Shirley,CHI,7,21,16,4,1,1,0,9,0,0,0,0,25.5,3.64
Michael Curry,TOR,70,204,87,53,23,5,3,48,0,0,0,0,251.5,3.59
Nikoloz Tskitishvili,DEN,39,106,63,10,6,8,3,17,0,0,0,0,138.5,3.55
Ime Udoka,LAL,4,8,5,2,2,1,0,3,0,0,0,0,14.0,3.5
Wang Zhi-zhi,MIA,16,47,18,2,3,5,4,6,0,0,0,0,55.5,3.47
Tamar Slay,NJN,22,53,25,14,7,1,4,11,0,0,0,0,72.5,3.3
Robert Archibald,TOR,32,32,52,13,14,3,0,10,0,0,0,0,105.0,3.28
Reece Gaines,ORL,38,69,39,40,11,2,3,18,0,0,0,0,123.0,3.24
Damone Brown,NJN,3,3,5,0,2,0,0,1,0,0,0,0,9.5,3.17
Dahntay Jones,MEM,20,36,23,12,5,6,1,12,0,0,0,0,63.5,3.17
Shane Heal,SAS,6,22,4,5,1,0,4,5,0,0,0,0,19.0,3.17
Anthony Goldwire,NJN,11,17,7,11,5,0,2,3,0,0,0,0,34.5,3.14
Darvin Ham,DET,54,96,93,16,13,8,1,31,0,0,0,0,168.5,3.12
Darko Milicic,DET,34,48,43,7,7,15,0,13,0,0,0,0,105.0,3.09
Eddie Gill,POR,22,50,17,16,9,1,3,12,0,0,0,0,67.5,3.07
Robert Pack,NJN,26,49,18,27,12,1,0,16,0,0,0,0,79.5,3.06
Leon Smith,SEA,1,2,2,0,0,0,0,0,0,0,0,0,3.0,3.0
Dana Barros,BOS,1,6,0,0,0,0,0,0,0,0,0,0,3.0,3.0
Jeff Trepagnier,DEN,11,25,15,4,3,0,2,6,0,0,0,0,32.5,2.95
Paul Grant,UTA,10,25,17,3,1,1,0,7,0,0,0,0,29.5,2.95
Maurice Carter,NOH,10,42,11,4,0,0,4,9,0,0,0,0,29.0,2.9
Dan Dickau,POR,43,95,26,38,17,0,10,26,0,0,0,0,124.5,2.9
Sean Lampley,GSW,10,34,11,2,0,1,0,3,0,0,0,0,29.0,2.9
Tremaine Fowlkes,DET,36,44,53,14,9,3,1,12,0,0,0,0,101.5,2.82
Omar Cook,POR,17,14,6,24,10,0,0,10,0,0,0,0,47.0,2.76
Kendrick Perkins,BOS,10,22,14,3,0,2,0,5,0,0,0,0,27.0,2.7
Bruno Sundov,NYK,5,11,10,1,0,0,0,3,0,0,0,0,13.5,2.7
Jabari Smith,SAC,31,64,31,11,2,6,0,7,0,0,0,0,83.0,2.68
Adrian Griffin,HOU,19,11,19,10,7,2,1,3,0,0,0,0,50.0,2.63
Brandon Armstrong,NJN,56,151,43,14,12,2,19,24,0,0,0,0,146.0,2.61
Ryan Humphrey,MEM,2,2,3,1,1,0,0,2,0,0,0,0,5.0,2.5
Tyrone Hill,MIA,5,9,8,0,0,1,0,2,0,0,0,0,12.5,2.5
Rodney Buford,SAC,22,41,15,7,6,1,0,4,0,0,0,0,52.5,2.39
Mike Wilks,HOU,26,50,16,17,3,0,6,7,0,0,0,0,60.0,2.31
Alton Ford,HOU,9,15,11,3,0,1,0,3,0,0,0,0,20.5,2.28
Michael Stewart,BOS,25,13,29,0,2,10,0,3,0,0,0,0,56.5,2.26
Alex Garcia,SAS,2,3,0,0,2,0,0,1,0,0,0,0,4.5,2.25
Michael Bradley,ATL,16,15,23,1,3,0,0,7,0,0,0,0,30.5,1.91
Rusty LaRue,GSW,4,4,3,2,2,0,1,4,0,0,0,0,7.5,1.88
Mengke Bateer,TOR,7,8,8,1,1,0,0,2,0,0,0,0,13.0,1.86
Primoz Brezec,IND,18,28,15,3,0,3,0,6,0,0,0,0,32.0,1.78
Cherokee Parks,GSW,12,12,10,1,0,3,0,2,0,0,0,0,21.0,1.75
Desmond Ferguson,POR,7,13,4,1,0,0,3,1,0,0,0,0,12.0,1.71
Bryce Drew,NOH,15,12,6,13,4,0,1,8,0,0,0,0,25.5,1.7
Bimbo Coles,MIA,22,28,10,15,3,0,0,9,0,0,0,0,36.0,1.64
Quincy Lewis,MIN,14,16,7,2,2,2,2,3,0,0,0,0,23.0,1.64
Troy Bell,MEM,6,11,4,4,1,0,0,6,0,0,0,0,9.5,1.58
Tracy Murray,POR,7,8,5,1,1,0,2,2,0,0,0,0,11.0,1.57
Dan Langhi,MIL,6,13,4,0,0,0,1,2,0,0,0,0,9.0,1.5
Charles Oakley,HOU,7,9,5,2,0,0,0,1,0,0,0,0,10.5,1.5
Kaniel Dickens,POR,3,7,2,0,0,0,0,1,0,0,0,0,4.5,1.5
Kirk Penney,MIA,2,3,1,1,1,0,1,3,0,0,0,0,3.0,1.5
Jelani McCoy,CLE,2,0,4,0,0,0,0,1,0,0,0,0,3.0,1.5
Josh Davis,ATL,4,5,5,0,0,0,0,2,0,0,0,0,5.5,1.38
James Jones,IND,6,7,2,0,1,0,1,0,0,0,0,0,8.0,1.33
Travis Outlaw,POR,8,8,4,1,1,0,0,1,0,0,0,0,10.0,1.25
Ndudi Ebi,MIN,17,13,3,3,0,4,0,3,0,0,0,0,17.5,1.03
Jerome Beasley,MIA,2,2,1,0,0,0,0,0,0,0,0,0,2.0,1.0
Pat Garrity,ORL,2,2,0,1,0,0,0,0,0,0,0,0,2.0,1.0
Hubert Davis,NJN,17,4,8,4,2,0,0,3,0,0,0,0,15.0,0.88
Matt Carroll,SAS,16,19,6,2,1,0,1,6,0,0,0,0,14.0,0.88
Mark Pope,DEN,4,2,3,0,1,0,0,3,0,0,0,0,3.0,0.75
Ruben Boumtje-Boumtje,POR,9,4,1,1,0,1,0,0,0,0,0,0,6.0,0.67
Cezary Trybanski,NYK,7,1,1,0,1,1,0,2,0,0,0,0,3.5,0.5
Olden Polynice,LAC,2,0,2,1,1,0,0,4,0,0,0,0,1.0,0.5
Popeye Jones,GSW,5,0,1,0,0,0,0,0,0,0,0,0,1.0,0.2
Slavko Vranes,POR,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Tierre Brown,NOH,3,6,1,2,0,0,0,7,0,0,0,0,-1.0,-0.33
